Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,0.8273772438659699,0.7376951317802901,0.5101613454232017,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,-0.8731358343600396,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,-1.0268355210026219,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.02778755782583657,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4902797934380587,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,-0.7962859910387483,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.5657364610748749,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.41203677443229236,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.18148724446841896,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7962859910387483,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7962859910387483,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.20276197213803696,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,-0.642586304396166,-0.47454519624983965,-0.4736736092984606,-0.49145565916975514,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.5657364610748749,-0.47454519624983965,-0.4736736092984606,-0.49145565916975514,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,0.7407108753870751,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.25833708778971004,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.642586304396166,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.02778755782583657,-0.47454519624983965,-0.4736736092984606,-0.4898609919445778,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,0.20276197213803696,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.48507900373776425,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.3564616587806193,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.0490622854954546,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.642586304396166,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.41203677443229236,-0.47454519624983965,-0.4736736092984606,-0.49145565916975514,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.20276197213803696,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.5657364610748749,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.7407108753870751,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.8175607187083664,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7962859910387483,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,0.20276197213803696,-0.47454519624983965,-0.4736736092984606,-0.4902797934380587,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-1.0268355210026219,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,0.20276197213803696,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.5657364610748749,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.0490622854954546,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.43331150210191055,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.642586304396166,-0.47454519624983965,-0.4736736092984606,-0.4902797934380587,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.25833708778971004,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.20276197213803696,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7194361477174571,-0.47454519624983965,-0.4736736092984606,-0.4902797934380587,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7962859910387483,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.8731358343600396,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.3736118527716468,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.8731358343600396,-0.47454519624983965,-0.4736736092984606,-0.49145565916975514,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7962859910387483,-0.47454519624983965,-0.4736736092984606,-0.494391296561559,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.2796118154593281,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
1,0.8273772438659699,0.7376951317802901,0.1259121288167458,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.4888866177535836,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.49145565916975514,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.3564616587806193,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-1.0268355210026219,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.8731358343600396,-0.47454519624983965,-0.4736736092984606,-0.49237782784290063,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.33518693111100123,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.1259121288167458,-0.47454519624983965,-0.4736736092984606,-0.4918744606632361,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.25833708778971004,-0.47454519624983965,-0.4736736092984606,-0.4896093083547455,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.08748720715610019,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.4888866177535836,-0.47454519624983965,-0.4736736092984606,-0.4902797934380587,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.8731358343600396,-0.47454519624983965,-0.4736736092984606,-0.48130374989027985,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4863374216869257,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7194361477174571,-0.47454519624983965,-0.4736736092984606,-0.4888542575852486,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.25833708778971004,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.7962859910387483,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,-0.10463740114712775,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
0,0.8273772438659699,0.7376951317802901,0.2796118154593281,-0.47454519624983965,-0.4736736092984606,-0.4894421904510968,0.5859541426526597
